application_id,customer_id,application_date,loan_type,loan_amount,loan_term_months,employment_type,existing_loans,debt_to_income_ratio,credit_inquiries_6m,payment_history_months,approval_status,is_default
APP002198,CUST002198,2024-02-15,Credit_Card,496676.96,0,Salaried,3,0.688,1,0,Rejected,
APP002199,CUST002199,2025-08-10,Personal_Loan,610274.64,48,Salaried,3,0.478,2,13,Approved,0.0
APP002200,CUST002200,2025-09-22,Business_Loan,1152170.36,48,Salaried,4,0.797,2,18,Rejected,
APP002201,CUST002201,2025-02-06,Auto_Loan,1050614.62,48,Salaried,4,0.288,3,0,Approved,0.0
APP002202,CUST002202,2025-08-25,Home_Loan,8824510.39,300,Student,0,0.363,2,2,Approved,0.0
APP002203,CUST002203,2025-01-09,Personal_Loan,339972.17,24,Salaried,1,0.541,2,1,Rejected,
APP002204,CUST002204,2024-06-15,Personal_Loan,757003.42,36,Self_Employed,2,0.321,2,16,Rejected,
APP002205,CUST002205,2024-05-06,Auto_Loan,1149661.83,48,Salaried,0,0.792,2,7,Rejected,
APP002206,CUST002206,2024-02-11,Credit_Card,397894.17,0,Salaried,2,0.314,3,0,Approved,0.0
APP002207,CUST002207,2025-05-21,Home_Loan,7333496.32,120,Business_Owner,3,0.33,3,4,Approved,0.0
APP002208,CUST002208,2024-01-17,Personal_Loan,365474.25,24,Business_Owner,4,0.26,2,3,Rejected,
APP002209,CUST002209,2024-02-09,Auto_Loan,809555.19,60,Business_Owner,3,0.367,3,6,Approved,0.0
APP002210,CUST002210,2024-06-07,Business_Loan,4134241.87,60,Salaried,0,0.396,3,11,Approved,0.0
APP002211,CUST002211,2024-01-29,Personal_Loan,935726.81,36,Business_Owner,2,0.117,2,25,Approved,1.0
APP002212,CUST002212,2024-08-11,Personal_Loan,592401.67,48,Self_Employed,1,0.26,2,26,Rejected,
APP002213,CUST002213,2025-02-21,Personal_Loan,837208.27,12,Salaried,1,0.543,1,0,Approved,1.0
APP002214,CUST002214,2024-02-29,Personal_Loan,568443.74,36,Salaried,2,0.525,4,18,Rejected,
APP002215,CUST002215,2024-09-30,Personal_Loan,953561.98,12,Business_Owner,3,0.13,2,0,Rejected,
APP002216,CUST002216,2025-03-16,Home_Loan,541101.71,180,Salaried,2,0.735,0,17,Approved,0.0
APP002217,CUST002217,2025-06-17,Credit_Card,160643.16,0,Salaried,2,0.619,2,10,Approved,1.0
APP002218,CUST002218,2025-10-23,Auto_Loan,688404.42,48,Student,4,0.186,1,0,Rejected,
APP002219,CUST002219,2024-05-20,Home_Loan,9262293.44,120,Business_Owner,2,0.192,1,0,Approved,0.0
APP002220,CUST002220,2024-11-26,Personal_Loan,323869.62,12,Salaried,2,0.137,5,1,Approved,0.0
APP002221,CUST002221,2025-10-31,Credit_Card,452128.77,0,Self_Employed,0,0.399,2,1,Rejected,
APP002222,CUST002222,2023-11-11,Personal_Loan,505133.96,36,Business_Owner,4,0.706,2,10,Approved,0.0
APP002223,CUST002223,2025-01-03,Personal_Loan,816436.76,48,Business_Owner,1,0.712,3,54,Approved,1.0
APP002224,CUST002224,2025-08-20,Credit_Card,469167.31,0,Salaried,0,0.377,2,1,Rejected,
APP002225,CUST002225,2024-07-09,Home_Loan,573241.09,300,Self_Employed,1,0.707,1,19,Approved,0.0
APP002226,CUST002226,2024-03-25,Auto_Loan,872753.3,60,Salaried,4,0.619,2,37,Rejected,
APP002227,CUST002227,2025-02-19,Auto_Loan,374111.01,84,Self_Employed,1,0.18,2,11,Approved,0.0
APP002228,CUST002228,2024-04-24,Home_Loan,2066195.39,300,Salaried,1,0.743,5,47,Approved,0.0
APP002229,CUST002229,2024-08-17,Credit_Card,331638.87,0,Salaried,1,0.294,0,62,Approved,1.0
APP002230,CUST002230,2024-09-24,Business_Loan,654161.17,60,Salaried,1,0.792,2,16,Rejected,
APP002231,CUST002231,2025-04-18,Home_Loan,967852.65,300,Self_Employed,1,0.764,1,36,Rejected,
APP002232,CUST002232,2024-08-17,Business_Loan,2978840.79,24,Self_Employed,3,0.735,2,7,Approved,1.0
APP002233,CUST002233,2024-04-20,Home_Loan,2234592.69,240,Salaried,4,0.75,0,33,Approved,0.0
APP002234,CUST002234,2024-05-04,Home_Loan,5720183.78,120,Salaried,1,0.217,2,17,Approved,0.0
APP002235,CUST002235,2025-08-14,Auto_Loan,1277685.61,84,Self_Employed,3,0.486,2,1,Approved,1.0
APP002236,CUST002236,2023-12-16,Home_Loan,2603402.98,300,Salaried,2,0.121,3,8,Rejected,
APP002237,CUST002237,2023-12-04,Personal_Loan,731541.3,12,Salaried,2,0.701,1,2,Rejected,
APP002238,CUST002238,2024-12-12,Personal_Loan,752037.34,48,Self_Employed,3,0.196,3,1,Approved,0.0
APP002239,CUST002239,2025-09-17,Personal_Loan,485537.91,24,Salaried,1,0.729,1,9,Rejected,
APP002240,CUST002240,2024-12-05,Home_Loan,4540307.07,120,Salaried,1,0.435,1,13,Rejected,
APP002241,CUST002241,2024-12-26,Personal_Loan,267468.02,48,Self_Employed,4,0.694,4,19,Approved,0.0
APP002242,CUST002242,2025-08-17,Auto_Loan,414308.51,60,Self_Employed,0,0.598,3,0,Approved,1.0
APP002243,CUST002243,2024-09-06,Personal_Loan,895241.42,60,Self_Employed,0,0.121,2,24,Approved,1.0
APP002244,CUST002244,2025-04-16,Business_Loan,2404763.4,48,Self_Employed,4,0.709,1,46,Approved,0.0
APP002245,CUST002245,2024-06-14,Personal_Loan,713115.39,60,Retired,2,0.25,5,13,Approved,0.0
APP002246,CUST002246,2023-11-11,Personal_Loan,999124.77,36,Self_Employed,1,0.722,0,0,Approved,0.0
APP002247,CUST002247,2023-11-23,Home_Loan,5948151.78,300,Salaried,0,0.425,1,0,Rejected,
APP002248,CUST002248,2025-08-08,Auto_Loan,618794.59,36,Salaried,1,0.117,3,70,Rejected,
APP002249,CUST002249,2024-07-23,Personal_Loan,674316.04,24,Salaried,3,0.709,6,26,Rejected,
APP002250,CUST002250,2025-09-27,Credit_Card,228340.33,0,Self_Employed,0,0.189,0,2,Approved,0.0
APP002251,CUST002251,2024-05-17,Auto_Loan,1683753.28,60,Salaried,0,0.701,5,1,Approved,0.0
APP002252,CUST002252,2025-08-19,Credit_Card,443127.48,0,Salaried,2,0.305,1,23,Approved,0.0
APP002253,CUST002253,2025-01-28,Home_Loan,7206541.39,300,Salaried,4,0.718,1,8,Rejected,
APP002254,CUST002254,2024-11-16,Business_Loan,826239.21,60,Salaried,0,0.203,1,2,Rejected,
APP002255,CUST002255,2025-10-26,Home_Loan,9542406.63,180,Self_Employed,1,0.379,0,6,Approved,0.0
APP002256,CUST002256,2025-04-30,Home_Loan,1813903.32,300,Salaried,3,0.166,2,37,Approved,0.0
APP002257,CUST002257,2024-07-15,Credit_Card,284376.48,0,Retired,1,0.574,1,25,Rejected,
APP002258,CUST002258,2025-04-18,Home_Loan,5924609.03,240,Salaried,1,0.309,2,4,Approved,0.0
APP002259,CUST002259,2024-09-07,Personal_Loan,714252.72,60,Retired,1,0.322,1,4,Approved,0.0
APP002260,CUST002260,2025-06-03,Personal_Loan,708032.56,48,Self_Employed,4,0.504,3,7,Rejected,
APP002261,CUST002261,2025-02-25,Personal_Loan,163018.93,48,Salaried,2,0.579,5,16,Approved,0.0
APP002262,CUST002262,2024-05-19,Personal_Loan,534648.83,36,Salaried,1,0.122,1,51,Rejected,
APP002263,CUST002263,2024-04-01,Credit_Card,79477.81,0,Salaried,4,0.561,1,14,Approved,1.0
APP002264,CUST002264,2024-05-10,Credit_Card,296080.27,0,Salaried,3,0.621,2,2,Approved,0.0
APP002265,CUST002265,2024-12-02,Personal_Loan,237202.09,24,Salaried,1,0.221,2,11,Rejected,
APP002266,CUST002266,2024-08-07,Auto_Loan,1875470.44,60,Salaried,1,0.548,5,37,Approved,1.0
APP002267,CUST002267,2024-04-29,Personal_Loan,556027.45,36,Salaried,2,0.371,5,6,Approved,0.0
APP002268,CUST002268,2025-03-18,Personal_Loan,561500.48,24,Self_Employed,0,0.498,3,1,Approved,0.0
APP002269,CUST002269,2024-05-01,Home_Loan,7900608.9,240,Salaried,0,0.668,2,0,Approved,0.0
APP002270,CUST002270,2025-10-08,Credit_Card,389983.81,0,Self_Employed,0,0.567,3,1,Approved,0.0
APP002271,CUST002271,2024-11-21,Home_Loan,7556952.66,240,Salaried,4,0.248,2,0,Approved,1.0
APP002272,CUST002272,2024-11-06,Home_Loan,7692693.43,120,Salaried,3,0.703,0,1,Approved,1.0
APP002273,CUST002273,2025-02-05,Home_Loan,5614031.82,240,Business_Owner,4,0.79,0,20,Approved,0.0
APP002274,CUST002274,2024-07-18,Home_Loan,1715023.8,240,Salaried,1,0.26,3,6,Approved,0.0
APP002275,CUST002275,2023-12-13,Personal_Loan,212980.26,48,Salaried,2,0.352,2,44,Rejected,
APP002276,CUST002276,2025-01-29,Credit_Card,80760.28,0,Salaried,0,0.43,2,0,Approved,0.0
APP002277,CUST002277,2024-03-26,Home_Loan,7851309.74,180,Salaried,4,0.623,1,10,Approved,0.0
APP002278,CUST002278,2024-05-20,Auto_Loan,1716741.88,36,Salaried,4,0.616,2,27,Rejected,
APP002279,CUST002279,2024-09-24,Auto_Loan,753115.04,84,Salaried,3,0.753,1,1,Rejected,
APP002280,CUST002280,2025-09-04,Auto_Loan,572718.14,84,Salaried,0,0.361,6,0,Approved,0.0
APP002281,CUST002281,2025-10-07,Personal_Loan,193582.13,24,Salaried,3,0.215,3,1,Approved,0.0
APP002282,CUST002282,2025-10-06,Business_Loan,1008250.12,60,Salaried,2,0.266,5,11,Approved,0.0
APP002283,CUST002283,2025-02-01,Home_Loan,7738344.06,120,Salaried,2,0.604,6,4,Approved,1.0
APP002284,CUST002284,2025-03-11,Credit_Card,237948.96,0,Salaried,0,0.631,3,1,Rejected,
APP002285,CUST002285,2025-08-01,Home_Loan,3068657.18,300,Salaried,2,0.673,0,0,Approved,0.0
APP002286,CUST002286,2024-02-02,Home_Loan,9440881.19,300,Business_Owner,4,0.201,1,0,Approved,0.0
APP002287,CUST002287,2024-04-17,Credit_Card,271787.07,0,Salaried,4,0.34,1,21,Approved,0.0
APP002288,CUST002288,2024-10-25,Personal_Loan,470940.79,60,Salaried,3,0.766,3,7,Approved,0.0
APP002289,CUST002289,2024-08-05,Business_Loan,645461.06,24,Salaried,3,0.188,5,2,Approved,1.0
APP002290,CUST002290,2024-09-28,Home_Loan,7206438.21,240,Salaried,1,0.145,1,0,Approved,0.0
APP002291,CUST002291,2024-12-05,Auto_Loan,1819132.63,36,Self_Employed,0,0.319,2,2,Rejected,
APP002292,CUST002292,2025-05-19,Home_Loan,7214017.08,120,Business_Owner,1,0.136,3,1,Rejected,
APP002293,CUST002293,2024-09-15,Home_Loan,8360163.2,180,Salaried,4,0.378,2,19,Approved,0.0
APP002294,CUST002294,2025-04-06,Business_Loan,1277460.38,36,Salaried,0,0.266,4,1,Approved,0.0
APP002295,CUST002295,2025-04-01,Personal_Loan,403385.41,36,Salaried,0,0.686,2,9,Approved,1.0
APP002296,CUST002296,2024-05-25,Personal_Loan,695221.2,48,Salaried,0,0.44,0,6,Rejected,
APP002297,CUST002297,2024-11-24,Personal_Loan,486326.22,36,Salaried,4,0.618,1,44,Approved,0.0
APP002298,CUST002298,2025-06-14,Home_Loan,9789539.63,120,Salaried,1,0.616,1,5,Approved,1.0
APP002299,CUST002299,2025-02-07,Credit_Card,432792.08,0,Student,3,0.388,1,1,Approved,0.0
APP002300,CUST002300,2025-02-07,Home_Loan,3146524.16,240,Salaried,0,0.135,3,14,Rejected,
APP002301,CUST002301,2025-09-04,Personal_Loan,380065.57,48,Self_Employed,2,0.1,0,31,Approved,0.0
APP002302,CUST002302,2025-04-18,Personal_Loan,216163.41,36,Salaried,4,0.35,4,17,Rejected,
APP002303,CUST002303,2025-08-22,Home_Loan,844695.99,180,Retired,0,0.504,4,31,Approved,0.0
APP002304,CUST002304,2025-06-05,Personal_Loan,385434.5,48,Salaried,1,0.742,1,0,Approved,0.0
APP002305,CUST002305,2025-04-21,Business_Loan,664886.62,48,Salaried,1,0.38,1,6,Approved,0.0
APP002306,CUST002306,2025-02-02,Business_Loan,3989079.75,36,Salaried,3,0.399,2,2,Approved,0.0
APP002307,CUST002307,2025-03-31,Personal_Loan,94481.09,60,Salaried,3,0.646,0,19,Rejected,
APP002308,CUST002308,2025-04-09,Home_Loan,6054253.96,300,Salaried,0,0.496,3,6,Approved,0.0
APP002309,CUST002309,2025-06-29,Auto_Loan,1461289.9,60,Salaried,2,0.778,1,3,Approved,0.0
APP002310,CUST002310,2025-08-01,Auto_Loan,933603.47,60,Salaried,4,0.115,2,0,Rejected,
APP002311,CUST002311,2024-04-03,Credit_Card,106416.72,0,Retired,3,0.65,2,7,Approved,1.0
APP002312,CUST002312,2025-07-19,Business_Loan,4549933.66,24,Self_Employed,0,0.295,1,1,Approved,0.0
APP002313,CUST002313,2024-05-13,Home_Loan,6082054.47,240,Self_Employed,0,0.204,1,13,Approved,0.0
APP002314,CUST002314,2025-07-18,Auto_Loan,350393.86,36,Self_Employed,3,0.22,4,2,Approved,0.0
APP002315,CUST002315,2024-02-11,Credit_Card,437649.89,0,Salaried,0,0.673,2,116,Approved,0.0
APP002316,CUST002316,2024-06-02,Home_Loan,1405236.08,300,Self_Employed,4,0.778,2,15,Approved,0.0
APP002317,CUST002317,2024-07-10,Business_Loan,3688095.29,60,Salaried,1,0.775,2,3,Approved,0.0
APP002318,CUST002318,2025-05-02,Auto_Loan,1858816.48,48,Business_Owner,1,0.407,2,4,Approved,0.0
APP002319,CUST002319,2024-08-22,Credit_Card,131958.2,0,Salaried,4,0.244,2,4,Approved,1.0
APP002320,CUST002320,2025-01-01,Home_Loan,2366377.46,180,Self_Employed,1,0.585,1,6,Approved,0.0
APP002321,CUST002321,2024-01-13,Personal_Loan,312325.21,60,Student,3,0.686,2,36,Rejected,
APP002322,CUST002322,2024-12-10,Auto_Loan,505697.73,36,Salaried,4,0.448,1,0,Approved,0.0
APP002323,CUST002323,2024-04-03,Home_Loan,3301770.74,300,Business_Owner,4,0.27,4,74,Approved,0.0
APP002324,CUST002324,2025-05-29,Personal_Loan,467557.74,48,Student,4,0.798,2,2,Approved,1.0
APP002325,CUST002325,2025-10-06,Personal_Loan,658916.4,36,Retired,4,0.514,1,18,Approved,1.0
APP002326,CUST002326,2025-04-09,Business_Loan,1670739.8,36,Salaried,4,0.412,4,3,Approved,0.0
APP002327,CUST002327,2025-07-22,Personal_Loan,938629.19,24,Salaried,1,0.367,2,12,Rejected,
APP002328,CUST002328,2024-08-09,Personal_Loan,520267.49,36,Salaried,3,0.687,0,14,Approved,0.0
APP002329,CUST002329,2024-02-07,Business_Loan,815703.24,12,Self_Employed,0,0.602,5,9,Approved,0.0
APP002330,CUST002330,2023-11-18,Home_Loan,9442646.81,240,Salaried,1,0.562,2,0,Rejected,
APP002331,CUST002331,2024-12-17,Auto_Loan,1684547.42,36,Self_Employed,4,0.623,1,53,Approved,0.0
APP002332,CUST002332,2024-09-27,Home_Loan,4913423.1,180,Self_Employed,2,0.741,0,2,Rejected,
APP002333,CUST002333,2024-07-12,Personal_Loan,472408.92,24,Student,3,0.344,1,14,Approved,0.0
APP002334,CUST002334,2025-02-24,Personal_Loan,842796.96,48,Student,0,0.749,3,13,Rejected,
APP002335,CUST002335,2024-06-04,Auto_Loan,1266085.58,36,Self_Employed,3,0.71,1,2,Rejected,
APP002336,CUST002336,2024-09-19,Business_Loan,3151132.06,12,Salaried,4,0.121,1,1,Approved,0.0
APP002337,CUST002337,2025-05-02,Personal_Loan,72880.33,36,Salaried,4,0.364,1,1,Approved,0.0
APP002338,CUST002338,2025-10-15,Home_Loan,4512693.05,300,Self_Employed,4,0.362,2,16,Approved,0.0
APP002339,CUST002339,2025-08-28,Auto_Loan,401887.96,36,Salaried,0,0.111,4,2,Approved,1.0
APP002340,CUST002340,2024-09-06,Home_Loan,2911833.78,180,Salaried,3,0.722,5,34,Approved,0.0
APP002341,CUST002341,2024-05-24,Business_Loan,4158887.09,12,Self_Employed,2,0.166,4,38,Rejected,
APP002342,CUST002342,2025-02-04,Auto_Loan,825663.62,36,Salaried,1,0.726,0,1,Approved,0.0
APP002343,CUST002343,2024-11-15,Business_Loan,2545985.04,48,Self_Employed,1,0.119,2,17,Approved,0.0
APP002344,CUST002344,2025-09-13,Home_Loan,2043018.53,300,Salaried,1,0.359,4,47,Approved,0.0
APP002345,CUST002345,2023-12-19,Home_Loan,7600925.13,240,Salaried,1,0.183,2,29,Approved,0.0
APP002346,CUST002346,2023-11-21,Home_Loan,2125291.77,180,Salaried,2,0.14,2,16,Approved,0.0
APP002347,CUST002347,2024-05-13,Business_Loan,4278776.61,12,Salaried,1,0.185,3,15,Approved,0.0
APP002348,CUST002348,2025-05-08,Personal_Loan,781435.48,48,Business_Owner,0,0.748,2,1,Approved,0.0
APP002349,CUST002349,2024-09-26,Home_Loan,629419.07,240,Business_Owner,3,0.517,2,41,Rejected,
APP002350,CUST002350,2024-01-14,Credit_Card,407187.87,0,Business_Owner,2,0.551,2,9,Approved,0.0
APP002351,CUST002351,2025-06-20,Home_Loan,9359337.89,120,Salaried,2,0.51,3,15,Rejected,
APP002352,CUST002352,2024-10-28,Personal_Loan,55164.01,36,Business_Owner,1,0.652,2,4,Rejected,
APP002353,CUST002353,2024-10-13,Home_Loan,1666124.42,240,Salaried,1,0.623,1,30,Approved,0.0
APP002354,CUST002354,2025-03-05,Personal_Loan,887873.48,48,Self_Employed,1,0.629,3,8,Approved,0.0
APP002355,CUST002355,2024-02-06,Business_Loan,3073036.23,48,Salaried,0,0.33,3,2,Rejected,
APP002356,CUST002356,2025-01-02,Home_Loan,6567689.52,240,Salaried,0,0.483,3,30,Approved,0.0
APP002357,CUST002357,2024-05-17,Auto_Loan,668200.98,60,Student,3,0.238,2,36,Approved,0.0
APP002358,CUST002358,2025-10-31,Auto_Loan,645567.68,84,Retired,3,0.365,4,21,Approved,0.0
APP002359,CUST002359,2025-05-03,Auto_Loan,816388.29,84,Salaried,4,0.287,1,3,Approved,0.0
APP002360,CUST002360,2024-07-30,Auto_Loan,832517.11,60,Business_Owner,1,0.181,1,19,Approved,0.0
APP002361,CUST002361,2024-11-14,Auto_Loan,1950109.6,48,Salaried,3,0.754,2,22,Rejected,
APP002362,CUST002362,2025-10-11,Personal_Loan,875248.72,36,Salaried,1,0.689,0,30,Approved,0.0
APP002363,CUST002363,2024-12-18,Auto_Loan,1347235.05,60,Salaried,4,0.555,1,10,Approved,1.0
APP002364,CUST002364,2023-11-24,Credit_Card,202858.58,0,Business_Owner,1,0.441,2,4,Approved,0.0
APP002365,CUST002365,2024-02-18,Credit_Card,105910.76,0,Salaried,4,0.473,2,4,Approved,1.0
APP002366,CUST002366,2025-09-18,Credit_Card,441353.28,0,Self_Employed,4,0.68,1,16,Approved,1.0
APP002367,CUST002367,2024-02-29,Business_Loan,4982847.17,24,Salaried,1,0.576,4,42,Approved,1.0
APP002368,CUST002368,2024-10-18,Credit_Card,377061.15,0,Self_Employed,2,0.324,1,11,Approved,0.0
APP002369,CUST002369,2025-07-06,Home_Loan,8070069.45,120,Salaried,0,0.477,3,13,Rejected,
APP002370,CUST002370,2025-10-28,Home_Loan,4793504.7,120,Retired,0,0.391,3,19,Approved,0.0
APP002371,CUST002371,2024-12-13,Auto_Loan,1714397.17,60,Salaried,0,0.706,0,32,Rejected,
APP002372,CUST002372,2025-07-13,Credit_Card,235379.08,0,Salaried,4,0.612,0,33,Approved,1.0
APP002373,CUST002373,2024-05-04,Auto_Loan,1847984.84,60,Self_Employed,2,0.109,3,0,Approved,0.0
APP002374,CUST002374,2024-06-21,Credit_Card,124973.5,0,Self_Employed,0,0.66,1,7,Approved,1.0
APP002375,CUST002375,2025-07-30,Personal_Loan,114840.9,12,Student,0,0.439,2,3,Approved,0.0
APP002376,CUST002376,2023-12-10,Auto_Loan,1020418.89,36,Salaried,3,0.165,5,14,Rejected,
APP002377,CUST002377,2024-07-04,Credit_Card,164793.85,0,Salaried,4,0.202,0,4,Approved,0.0
APP002378,CUST002378,2024-02-24,Personal_Loan,692077.69,48,Retired,2,0.565,4,0,Approved,0.0
APP002379,CUST002379,2024-02-23,Personal_Loan,885863.38,60,Salaried,1,0.71,5,48,Approved,1.0
APP002380,CUST002380,2024-09-23,Credit_Card,466278.21,0,Business_Owner,3,0.527,2,0,Approved,1.0
APP002381,CUST002381,2023-11-15,Personal_Loan,742278.38,12,Salaried,4,0.779,2,9,Approved,0.0
APP002382,CUST002382,2024-07-01,Personal_Loan,138254.14,24,Salaried,2,0.608,0,6,Approved,0.0
APP002383,CUST002383,2024-02-20,Auto_Loan,597212.77,84,Salaried,2,0.411,0,17,Approved,0.0
APP002384,CUST002384,2025-05-17,Home_Loan,2651690.96,240,Retired,0,0.351,5,9,Approved,1.0
APP002385,CUST002385,2024-02-03,Credit_Card,385868.34,0,Salaried,3,0.739,1,24,Approved,0.0
APP002386,CUST002386,2025-05-11,Credit_Card,246353.17,0,Salaried,0,0.517,3,16,Approved,0.0
APP002387,CUST002387,2024-06-23,Personal_Loan,930915.16,60,Salaried,3,0.444,3,18,Rejected,
APP002388,CUST002388,2024-09-20,Personal_Loan,115594.61,24,Salaried,0,0.746,5,43,Approved,0.0
APP002389,CUST002389,2025-07-29,Business_Loan,3858288.37,60,Salaried,4,0.681,2,4,Approved,0.0
APP002390,CUST002390,2023-12-30,Personal_Loan,95340.33,24,Salaried,2,0.454,3,0,Approved,0.0
APP002391,CUST002391,2024-11-03,Personal_Loan,799521.52,48,Salaried,2,0.706,2,74,Rejected,
APP002392,CUST002392,2024-08-29,Personal_Loan,474691.88,24,Salaried,0,0.404,2,24,Approved,0.0
APP002393,CUST002393,2025-02-13,Home_Loan,3677787.39,300,Salaried,1,0.137,4,8,Approved,0.0
APP002394,CUST002394,2024-08-30,Personal_Loan,247563.46,36,Salaried,1,0.74,1,0,Approved,0.0
APP002395,CUST002395,2025-07-13,Auto_Loan,1433178.7,36,Self_Employed,2,0.681,5,45,Rejected,
APP002396,CUST002396,2024-08-19,Home_Loan,6368181.17,180,Salaried,0,0.375,1,8,Rejected,
APP002397,CUST002397,2024-08-12,Home_Loan,9575322.63,120,Salaried,2,0.692,3,23,Rejected,
APP002398,CUST002398,2024-05-31,Auto_Loan,1204618.02,36,Salaried,3,0.533,0,17,Approved,0.0
APP002399,CUST002399,2025-06-06,Home_Loan,9960650.37,180,Salaried,4,0.572,1,89,Approved,1.0
APP002400,CUST002400,2023-11-10,Auto_Loan,1575687.09,84,Salaried,3,0.332,1,5,Rejected,
APP002401,CUST002401,2025-08-12,Personal_Loan,176970.85,24,Salaried,2,0.48,0,0,Rejected,
APP002402,CUST002402,2024-04-05,Home_Loan,7583667.05,180,Salaried,4,0.677,2,5,Approved,1.0
APP002403,CUST002403,2025-10-28,Credit_Card,460989.41,0,Self_Employed,3,0.28,1,0,Approved,1.0
APP002404,CUST002404,2024-01-17,Auto_Loan,1519223.25,60,Self_Employed,1,0.722,0,29,Approved,0.0
APP002405,CUST002405,2024-01-29,Credit_Card,363503.21,0,Salaried,2,0.581,0,3,Rejected,
APP002406,CUST002406,2024-10-27,Credit_Card,182221.91,0,Salaried,4,0.727,3,23,Approved,1.0
APP002407,CUST002407,2024-11-18,Home_Loan,1295501.37,240,Student,2,0.376,4,0,Approved,0.0
APP002408,CUST002408,2025-06-22,Credit_Card,377145.91,0,Self_Employed,1,0.587,5,41,Approved,0.0
APP002409,CUST002409,2025-09-06,Business_Loan,2264576.97,60,Salaried,1,0.66,2,1,Rejected,
APP002410,CUST002410,2024-11-07,Home_Loan,5162881.47,120,Salaried,0,0.328,2,18,Rejected,
APP002411,CUST002411,2025-01-21,Home_Loan,1806635.47,180,Salaried,1,0.228,3,32,Approved,0.0
APP002412,CUST002412,2025-02-21,Personal_Loan,822667.38,12,Salaried,2,0.54,0,10,Approved,0.0
APP002413,CUST002413,2025-05-27,Personal_Loan,381288.8,12,Business_Owner,1,0.788,1,0,Approved,1.0
APP002414,CUST002414,2024-04-25,Home_Loan,4528740.06,240,Self_Employed,2,0.706,4,9,Approved,1.0
APP002415,CUST002415,2024-06-25,Credit_Card,124633.36,0,Self_Employed,4,0.326,0,0,Rejected,
APP002416,CUST002416,2025-10-30,Auto_Loan,1420970.87,48,Self_Employed,2,0.274,2,18,Approved,0.0
APP002417,CUST002417,2024-01-01,Personal_Loan,442487.06,48,Salaried,2,0.395,1,57,Rejected,
APP002418,CUST002418,2024-10-12,Auto_Loan,1584531.52,48,Salaried,3,0.41,0,37,Approved,0.0
APP002419,CUST002419,2025-06-26,Home_Loan,5167179.76,240,Salaried,3,0.667,2,3,Rejected,
APP002420,CUST002420,2023-12-19,Auto_Loan,696880.62,48,Salaried,0,0.358,1,14,Approved,0.0
APP002421,CUST002421,2024-10-12,Personal_Loan,289184.7,24,Salaried,2,0.406,2,23,Approved,0.0
APP002422,CUST002422,2025-01-16,Credit_Card,448402.26,0,Self_Employed,2,0.444,2,8,Approved,0.0
APP002423,CUST002423,2025-06-13,Credit_Card,71577.37,0,Salaried,0,0.675,2,17,Approved,0.0
APP002424,CUST002424,2024-12-24,Home_Loan,9000345.78,240,Salaried,2,0.376,3,4,Approved,0.0
APP002425,CUST002425,2024-02-07,Auto_Loan,200479.22,36,Business_Owner,3,0.595,3,47,Approved,0.0
APP002426,CUST002426,2025-05-23,Home_Loan,2198553.26,120,Salaried,1,0.385,1,18,Approved,0.0
APP002427,CUST002427,2025-08-13,Home_Loan,798976.86,120,Salaried,2,0.509,2,6,Approved,0.0
APP002428,CUST002428,2025-06-21,Auto_Loan,1068865.39,48,Salaried,0,0.65,3,3,Approved,0.0
APP002429,CUST002429,2024-09-07,Credit_Card,140911.8,0,Self_Employed,2,0.693,1,2,Rejected,
APP002430,CUST002430,2023-12-12,Auto_Loan,982553.11,36,Self_Employed,0,0.792,1,2,Approved,0.0
APP002431,CUST002431,2025-08-17,Business_Loan,1103974.37,36,Retired,1,0.534,4,8,Approved,0.0
APP002432,CUST002432,2024-07-19,Credit_Card,272241.03,0,Business_Owner,4,0.293,1,11,Approved,0.0
APP002433,CUST002433,2025-10-05,Business_Loan,2410692.04,48,Self_Employed,2,0.553,2,1,Approved,0.0
APP002434,CUST002434,2024-05-30,Personal_Loan,437485.04,48,Salaried,4,0.394,2,33,Rejected,
APP002435,CUST002435,2025-04-09,Home_Loan,1482308.33,120,Salaried,4,0.278,2,1,Rejected,
APP002436,CUST002436,2024-08-23,Auto_Loan,805934.59,36,Self_Employed,2,0.784,1,1,Approved,1.0
APP002437,CUST002437,2023-12-04,Home_Loan,8357983.44,300,Salaried,0,0.263,3,2,Approved,0.0
APP002438,CUST002438,2024-02-10,Auto_Loan,774790.11,60,Business_Owner,4,0.703,1,1,Approved,0.0
APP002439,CUST002439,2025-10-12,Auto_Loan,1394286.02,36,Salaried,2,0.74,2,10,Approved,0.0
APP002440,CUST002440,2024-09-27,Personal_Loan,560054.43,24,Salaried,0,0.242,3,4,Approved,0.0
APP002441,CUST002441,2024-02-12,Personal_Loan,79344.7,24,Salaried,2,0.666,3,42,Approved,0.0
APP002442,CUST002442,2024-10-20,Credit_Card,88604.92,0,Salaried,1,0.704,2,87,Rejected,
APP002443,CUST002443,2025-04-09,Credit_Card,346701.35,0,Student,3,0.619,1,37,Approved,0.0
APP002444,CUST002444,2024-07-24,Business_Loan,4019020.32,60,Salaried,0,0.162,4,0,Approved,0.0
APP002445,CUST002445,2024-01-03,Home_Loan,4214721.59,240,Salaried,0,0.6,4,11,Rejected,
APP002446,CUST002446,2025-06-13,Auto_Loan,1966548.05,60,Business_Owner,3,0.572,1,14,Approved,0.0
